name,equipment,focus,link,video,images,description,type
Reverse Grip Bent-Over Rows,Barbell,Middle Back,https://www.bodybuilding.com/exercises/detail/view/name/reverse-grip-bent-over-rows,videocdn.bodybuilding.com/video/mp4/40000/40671m.mp4,"http://www.bodybuilding.com/exercises/exerciseImages/sequences/128/Male/l/128_2.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/128/Female/l/128_2.jpg,https://assets.bodybuilding.com/images/trackers/exercise/heatmap/4.gif","<ol>
<li>  Stand erect while holding a barbell with a supinated grip (palms facing up).</li>
<li>  Bend your knees slightly and bring your torso forward, by bending at the waist, while keeping the back straight until it is almost parallel to the floor. <strong>Tip:</strong> Make sure that you keep the head up.  The barbell should hang directly in front of you as your arms hang perpendicular to the floor and your torso.  This is your starting position.</li>
<li>  While keeping the torso stationary, lift the barbell as you breathe out, keeping the elbows close to the body and not doing any force with the forearm other than holding the weights.  On the top contracted position, squeeze the back muscles and hold for a second.</li>
<li>  Slowly lower the weight again to the starting position as you inhale.</li>
<li> Repeat for the recommended amount of repetitions.</li>
</ol>",Krachttraining
One-Arm Long Bar Row,Barbell,Middle Back,https://www.bodybuilding.com/exercises/detail/view/name/one-arm-long-bar-row,videocdn.bodybuilding.com/video/mp4/104000/105172m.mp4,"http://www.bodybuilding.com/exercises/exerciseImages/sequences/1941/Male/l/1941_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/1941/Male/l/1941_2.jpg,https://assets.bodybuilding.com/images/trackers/exercise/heatmap/4.gif","<ol>
<li>Position a bar into a landmine or in a corner to keep it from moving. Load an appropriate weight onto your end. </li>
<li>Stand next to the bar, and take a grip with one hand close to the collar. Using your hips and legs, rise to a standing position.</li>
<li>Assume a bent-knee stance with your hips back and your chest up. Your arm should be extended. This will be your starting position.</li>
<li>Pull the weight to your side by retracting the shoulder and flexing the elbow. Do not jerk the weight or cheat during the movement.</li>
<li>After a brief pause, return to the starting position.</li>
</ol>",Krachttraining
Bent Over One-Arm Long Bar Row,Barbell,Middle Back,https://www.bodybuilding.com/exercises/detail/view/name/bent-over-one-arm-long-bar-row,videocdn.bodybuilding.com/video/mp4/38000/38441m.mp4,"http://www.bodybuilding.com/exercises/exerciseImages/sequences/19/Male/l/19_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/19/Male/l/19_2.jpg,https://assets.bodybuilding.com/images/trackers/exercise/heatmap/4.gif","<ol>
<li>Put weight on one of the ends of an Olympic barbell. Make sure that you either place the other end of the barbell in the corner of two walls; or put a heavy object on the ground so the barbell cannot slide backward.</li>
<li>Bend forward until your torso is as close to parallel with the floor as you can and keep your knees slightly bent.</li>
<li>Now grab the bar with one arm just behind the plates on the side where the weight was placed and put your other hand on your knee. This will be your starting position.</li>
<li>Pull the bar straight up with your elbow in (to maximize back stimulation) until the plates touch your lower chest. Squeeze the back muscles as you lift the weight up and hold for a second at the top of the movement.  Breathe out as you lift the weight. <strong>Tip:</strong> Do not allow for any swinging of the torso.  Only the arm should move.</li>
<li>Slowly lower the bar to the starting position getting a nice stretch on the lats. <strong>Tip:</strong> Do not let the plates touch the floor.  To ensure the best range of motion, I recommend using small plates (25-lb ones) as opposed to larger plates (like 35-45lb ones).</li>
<li>Repeat for the recommended amount of repetitions and switch arms.</li>
</ol>",Krachttraining
Bent Over Two-dumbbells Row With Palms In,dumbbells,Middle Back,https://www.bodybuilding.com/exercises/detail/view/name/bent-over-two-dumbbells-row-with-palms-in,videocdn.bodybuilding.com/video/mp4/38000/38481m.mp4,"http://www.bodybuilding.com/exercises/exerciseImages/sequences/17/Male/l/17_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/17/Male/l/17_2.jpg,https://assets.bodybuilding.com/images/trackers/exercise/heatmap/4.gif","<ol>
<li>With a dumbbells in each hand (palms facing each other), bend your knees slightly and bring your torso forward, by bending at the waist, while keeping the back straight until it is almost parallel to the floor.  Tip: Make sure that you keep the head up.  The weights should hang directly in front of you as your arms hang perpendicular to the floor and your torso.  This is your starting position.</li>
<li>While keeping the torso stationary, lift the dumbbellss to your side as you breathe out, squeezing your shoulder blades together.  On the top contracted position, squeeze the back muscles and hold for a second.</li>
<li>Slowly lower the weight again to the starting position as you inhale.</li>
<li>Repeat for the recommended amount of repetitions.</li>
</ol>",Krachttraining
dumbbells Incline Row,dumbbells,Middle Back,https://www.bodybuilding.com/exercises/detail/view/name/dumbbells-incline-row,videocdn.bodybuilding.com/video/mp4/98000/99202m.mp4,"http://www.bodybuilding.com/exercises/exerciseImages/sequences/1311/Male/l/1311_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/1311/Male/l/1311_2.jpg,https://assets.bodybuilding.com/images/trackers/exercise/heatmap/4.gif","<ol>
<li>Using a neutral grip, lean into an incline bench.</li>
<li> Take a dumbbells in each hand with a neutral grip, beginning with the arms straight. This will be your starting position.</li>
<li> Retract the shoulder blades and flex the elbows to row the dumbbellss to your side.</li>
<li> Pause at the top of the motion, and then return to the starting position.</li>
</ol>",Krachttraining
Bent Over Barbell Row,Barbell,Middle Back,https://www.bodybuilding.com/exercises/detail/view/name/bent-over-barbell-row,videocdn.bodybuilding.com/video/mp4/38000/38411m.mp4,"http://www.bodybuilding.com/exercises/exerciseImages/sequences/20/Male/l/20_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/20/Male/l/20_2.jpg,https://assets.bodybuilding.com/images/trackers/exercise/heatmap/4.gif","<ol>
<li>Holding a barbell with a pronated grip (palms facing down), bend your knees slightly and bring your torso forward, by bending at the waist, while keeping the back straight until it is almost parallel to the floor.  Tip: Make sure that you keep the head up.  The barbell should hang directly in front of you as your arms hang perpendicular to the floor and your torso.  This is your starting position.</li>
<li>Now, while keeping the torso stationary, breathe out and lift the barbell to you.  Keep the elbows close to the body and only use the forearms to hold the weight.  At the top contracted position, squeeze the back muscles and hold for a brief pause.</li>
<li>Then inhale and slowly lower the barbell back to the starting position.</li>
<li>Repeat for the recommended amount of repetitions.</li>
</ol>",Krachttraining
Alternating Renegade Row,Kettlebells,Middle Back,https://www.bodybuilding.com/exercises/detail/view/name/alternating-renegade-row,videocdn.bodybuilding.com/video/mp4/62000/62862m.mp4,"http://www.bodybuilding.com/exercises/exerciseImages/sequences/506/Male/l/506_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/506/Male/l/506_2.jpg,https://assets.bodybuilding.com/images/trackers/exercise/heatmap/4.gif","<ol>
<li>Place two kettlebells on the floor about shoulder width apart. Position yourself on your toes and your hands as though you were doing a pushup, with the body straight and extended. Use the handles of the kettlebells to support your upper body. You may need to position your feet wide for support.</li>
<li> Push one kettlebell into the floor and row the other kettlebell, retracting the shoulder blade of the working side as you flex the elbow, pulling it to your side.</li>
<li> Then lower the kettlebell to the floor and begin  the kettlebell in the opposite hand. Repeat for several reps. </li>
</ol>",Krachttraining
Bent Over Two-dumbbells Row,dumbbells,Middle Back,https://www.bodybuilding.com/exercises/detail/view/name/bent-over-two-dumbbells-row,videocdn.bodybuilding.com/video/mp4/52000/53891m.mp4,"http://www.bodybuilding.com/exercises/exerciseImages/sequences/16/Male/l/16_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/16/Male/l/16_2.jpg,https://assets.bodybuilding.com/images/trackers/exercise/heatmap/4.gif","<ol>
<li> With a dumbbells in each hand (palms facing your torso), bend your knees slightly and bring your torso forward by bending at the waist; as you bend make sure to keep your back straight until it is almost parallel to the floor.  <strong>Tip:</strong> Make sure that you keep the head up.  The weights should hang directly in front of you as your arms hang perpendicular to the floor and your torso.  This is your starting position.</li>
<li> While keeping the torso stationary, lift the dumbbellss to your side (as you breathe out), keeping the elbows close to the body (do not exert any force with the forearm other than holding the weights).  On the top contracted position, squeeze the back muscles and hold for a second.</li>
<li> Slowly lower the weight again to the starting position as you inhale.</li>
<li> Repeat for the recommended amount of repetitions.</li>
</ol>",Krachttraining
Yates Row Reverse Grip,Barbell,Middle Back,https://www.bodybuilding.com/exercises/detail/view/name/yates-row-reverse-grip,videocdn.bodybuilding.com/video/mp4/120000/120151m.mp4,"http://www.bodybuilding.com/exercises/exerciseImages/sequences/4321/Male/l/4321_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/4321/Male/l/4321_2.jpg,https://assets.bodybuilding.com/images/trackers/exercise/heatmap/4.gif","<ol>
<li>  Hold a barbell with a supinated grip a bit more than shoulder-width apart.  Keep your feet hip-width apart and your knees slightly bent. Bend forward at the waist slightly, and keep your back straight and your chest up. This will be your starting position. </li>
<li> Pull the barbell to your torso by flexing the elbow and retracting the shoulder blades. Avoid jerking the weight backward by extending your back or hips. </li>
<li> Reverse the motion to return the weight to the starting position. </li>
</ol>",Krachttraining
One-Arm Kettlebell Row,Kettlebells,Middle Back,https://www.bodybuilding.com/exercises/detail/view/name/one-arm-kettlebell-row,videocdn.bodybuilding.com/video/mp4/62000/63192m.mp4,"http://www.bodybuilding.com/exercises/exerciseImages/sequences/516/Male/l/516_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/516/Male/l/516_2.jpg,https://assets.bodybuilding.com/images/trackers/exercise/heatmap/4.gif","<ol><li> Place a kettlebell in front of your feet. Bend your knees slightly and then push your butt out as much as possible as you bend over to get in the starting position. Grab the kettlebell and pull it to your stomach, retracting your shoulder blade and flexing the elbow.  Keep your back straight. Lower and repeat. </li></ol>",Krachttraining
Pendlay Rown,Barbell,Middle Back,https://www.bodybuilding.com/exercises/detail/view/name/pendlay-rown,videocdn.bodybuilding.com/video/mp4/118000/118931m.mp4,"http://www.bodybuilding.com/exercises/exerciseImages/sequences/3841/Male/l/3841_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/3841/Male/l/3841_2.jpg,https://assets.bodybuilding.com/images/trackers/exercise/heatmap/4.gif","<ol>
<li>  Begin each repetition with the barbell dead on the ground. Take a medium pronated grip on the bar just in front of you. Your torso should be parallel to the ground with your lower back arched and knees partially bent. </li>
<li> Begin with your shoulders protracted and your thoracic spine partially flexed. Your cervical spine should be neutral. This will be your starting position. </li>
<li> Initiate the pull by extending your thoracic spine as you flex the elbow, attempting to pull the weight into your abdomen as quickly as possible. Focus on squeezing your shoulders back as you perform the movement retracting your shoulder blades. There should be no movement at the hips or knees and strict technique should be utilized. </li>
<li> Return the weight to the ground between repetitions. </li>
</ol>",Krachttraining
Lying T-Bar Row,Machine,Middle Back,https://www.bodybuilding.com/exercises/detail/view/name/lying-t-bar-row,videocdn.bodybuilding.com/video/mp4/40000/41571m.mp4,"http://www.bodybuilding.com/exercises/exerciseImages/sequences/137/Male/l/137_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/137/Male/l/137_2.jpg,https://assets.bodybuilding.com/images/trackers/exercise/heatmap/4.gif","<ol>
<li> Load up the T-bar Row Machine with the desired weight and adjust the leg height so that your upper chest is at the top of the pad. <strong>Tip:</strong> In some machines all you can do is stand on the appropriate step that allows you to be at a height that has the upper chest at the top of the pad.</li>
<li>  Lay face down on the pad and grab the handles. You can either use a palms down, palms up, or palms in position depending on what part of your back you want to emphasize.</li>
<li>  Lift the bar off the rack and extend your arms in front of you.  This will be your starting position.</li>
<li>  As you exhale slowly pull the weight up and squeeze your back at the top of the movement. <strong>Tip:</strong> Keep the upper arms as close to the torso as possible throughout the movement in order to better engage the back muscles.  Also, do not lift your body off of the pad at any time and refrain from using the biceps to lift the weight.</li>
<li>  After a second contraction at the top of the movement, as you inhale, slowly go back down to the starting position.</li>
<li>  Repeat for the recommended amount of repetitions.</li>
</ol>",Krachttraining
Leverage High Row,Machine,Middle Back,https://www.bodybuilding.com/exercises/detail/view/name/leverage-high-row,videocdn.bodybuilding.com/video/mp4/90000/90832m.mp4,"http://www.bodybuilding.com/exercises/exerciseImages/sequences/892/Male/l/892_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/892/Male/l/892_2.jpg,https://assets.bodybuilding.com/images/trackers/exercise/heatmap/4.gif","<ol>
<li>Load an appropriate weight onto the pins and adjust the seat height so that you can just reach the handles above you. Adjust the knee pad to help keep you down. Grasp the handles with a pronated grip. This will be your starting position.</li>
<li> Pull the handles towards your torso, retracting your shoulder blades as you flex the elbow.</li>
<li> Pause at the bottom of the motion, and then slowly return the handles to the starting position. </li>
<li>For multiple repetitions, avoid completely returning the weight to the stops to keep tension on the muscles being worked.</li>
</ol>",Krachttraining
Suspended Row,Other,Middle Back,https://www.bodybuilding.com/exercises/detail/view/name/suspended-row,videocdn.bodybuilding.com/video/mp4/98000/99922m.mp4,"http://www.bodybuilding.com/exercises/exerciseImages/sequences/1381/Male/l/1381_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/1381/Male/l/1381_2.jpg,https://assets.bodybuilding.com/images/trackers/exercise/heatmap/4.gif","<ol>
<li>Suspend your straps at around chest height. Take a handle in each hand and lean back. Keep your body erect and your head and chest up. Your arms should be fully extended. This will be your starting position.</li>
<li> Begin by flexing the elbow to initiate the movement. Protract your shoulder blades as you do so.</li>
<li> At the completion of the motion pause, and then return to the starting position.</li>
</ol>",Krachttraining
Straight Bar Bench Mid Rows,Barbell,Middle Back,https://www.bodybuilding.com/exercises/detail/view/name/straight-bar-bench-mid-rows,videocdn.bodybuilding.com/video/mp4/104000/105182m.mp4,"http://www.bodybuilding.com/exercises/exerciseImages/sequences/1951/Male/l/1951_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/1951/Male/l/1951_2.jpg,https://assets.bodybuilding.com/images/trackers/exercise/heatmap/4.gif","<ol>
<li>Place a loaded barbell on the end of a bench. Standing on the bench behind the bar, take a medium, pronated grip. Stand with your hips back and chest up, maintaining a neutral spine. This will be your starting position.</li>
<li>Row the bar to your torso by retracting the shoulder blades and flexing the elbows. Use a controlled movement with no jerking.</li>
<li>After a brief pause, slowly return the bar to the starting position, ensuring to go all the way down.</li>
</ol>",Krachttraining
Middle Back Shrug,dumbbells,Middle Back,https://www.bodybuilding.com/exercises/detail/view/name/middle-back-shrug,videocdn.bodybuilding.com/video/mp4/40000/41481m.mp4,"http://www.bodybuilding.com/exercises/exerciseImages/sequences/172/Male/l/172_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/172/Male/l/172_2.jpg,https://assets.bodybuilding.com/images/trackers/exercise/heatmap/4.gif","<ol>
<li> Lie facedown on an incline bench while holding a dumbbells in each hand.  Your arms should be fully extended hanging down and pointing towards the floor.  The palms of your hands should be facing each other.  This will be your starting position.</li>
<li> As you exhale, squeeze your shoulder blades together and hold the contraction for a full second. <strong>Tip:</strong> This movement is just like the reverse action of a hug, or trying to perform rear laterals as if you had no arms.</li>
<li> As you inhale go back to the starting position.</li>
<li> Repeat for the recommended amount of repetitions.</li>
</ol>",Krachttraining
Mixed Grip Chin,Other,Middle Back,https://www.bodybuilding.com/exercises/detail/view/name/mixed-grip-chin,videocdn.bodybuilding.com/video/mp4/40000/41471m.mp4,"http://www.bodybuilding.com/exercises/exerciseImages/sequences/281/Male/l/281_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/281/Male/l/281_2.jpg,https://assets.bodybuilding.com/images/trackers/exercise/heatmap/4.gif","<ol>
<li> Using a spacing that is just about 1 inch wider than shoulder width, grab a pull-up bar with the palms of one hand facing forward and the palms of the other hand facing towards you.  This will be your starting position.</li>
<li> Now start to pull yourself up as you exhale.  <strong>Tip:</strong> With the arm that has the palms facing up concentrate on using the back muscles in order to perform the movement.  The elbow of that arm should remain close to the torso.  With the other arm that has the palms facing forward, the elbows will be away but in line with the torso.  You will concentrate on using the lats to pull your body up.</li>
<li> After a second contraction at the top, start to slowly come down as you inhale.</li>
<li> Repeat for the recommended amount of repetitions.</li>
<li> On the following set, switch grips; so if you had the right hand with the palms facing you and the left one with the palms facing forward, on the next set you will have the palms facing forward for the right hand and facing you for the left.</li>
</ol>",Krachttraining
Inverted Row,None,Middle Back,https://www.bodybuilding.com/exercises/detail/view/name/inverted-row,videocdn.bodybuilding.com/video/mp4/90000/90642m.mp4,"http://www.bodybuilding.com/exercises/exerciseImages/sequences/879/Male/l/879_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/879/Male/l/879_2.jpg,https://assets.bodybuilding.com/images/trackers/exercise/heatmap/4.gif","<ol>
<li>Position a bar in a rack to about waist height. You can also use a smith machine.</li>
<li> Take a wider than shoulder width grip on the bar and position  yourself hanging underneath the bar. Your body should be straight with your heels on the ground with your arms fully extended. This will be your starting position.</li>
<li> Begin by flexing the elbow, pulling your chest towards the bar. Retract your shoulder blades as you perform the movement.</li>
<li> Pause at the top of the motion, and return yourself to the start position.</li>
<li> Repeat for the desired number of repetitions.</li>
</ol>",Krachttraining
Smith Machine Bent Over Row,Machine,Middle Back,https://www.bodybuilding.com/exercises/detail/view/name/smith-machine-bent-over-row,videocdn.bodybuilding.com/video/mp4/40000/41141m.mp4,"http://www.bodybuilding.com/exercises/exerciseImages/sequences/138/Male/l/138_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/138/Male/l/138_2.jpg,https://assets.bodybuilding.com/images/trackers/exercise/heatmap/4.gif","<ol>
<li>  Set the barbell attached to the smith machine to a height that is about 2 inches below your knees.</li>
<li>  Bend your knees slightly and bring your torso forward, by bending at the waist, while keeping the back straight until it is almost parallel to the floor.  <strong>Tip:</strong> Make sure that you keep the head up.</li>
<li>  Now grasp the barbell using an overhand (pronated) grip and unlock it from the smith machine rack.  Then let it hang directly in front of you as your arms hang extended perpendicular to the floor and your torso.  This is your starting position.</li>
<li>  While keeping the torso stationary, lift the barbell as you breathe out, keeping the elbows close to the body and not doing any force with the forearm other than holding the weights.  On the top contracted position, squeeze the back muscles and hold for a second.</li>
<li>  Slowly lower the weight again to the starting position as you inhale.</li>
<li> Repeat for the recommended amount of repetitions.</li>
</ol>",Krachttraining
Alternating Kettlebell Row,Kettlebells,Middle Back,https://www.bodybuilding.com/exercises/detail/view/name/alternating-kettlebell-row,videocdn.bodybuilding.com/video/mp4/62000/62842m.mp4,"http://www.bodybuilding.com/exercises/exerciseImages/sequences/505/Male/l/505_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/505/Male/l/505_2.jpg,https://assets.bodybuilding.com/images/trackers/exercise/heatmap/4.gif","<ol>
<li>Place two kettlebells in front of your feet. Bend your knees slightly and push your butt out as much as possible. As you bend over to get into the starting position grab both kettlebells by the handles.</li>
<li> Pull one kettlebell off of the floor while holding on to the other kettlebell. Retract the shoulder blade of the working side, as you flex the elbow, drawing the kettlebell towards your stomach or rib cage.</li>
<li>  Lower the kettlebell in the working arm and repeat with your other arm.</li>
</ol>",Krachttraining
Incline Bench Pull,Barbell,Middle Back,https://www.bodybuilding.com/exercises/detail/view/name/incline-bench-pull,videocdn.bodybuilding.com/video/mp4/40000/40191m.mp4,"http://www.bodybuilding.com/exercises/exerciseImages/sequences/278/Male/l/278_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/278/Male/l/278_2.jpg,https://assets.bodybuilding.com/images/trackers/exercise/heatmap/4.gif","<ol>
<li> Grab a dumbbells in each hand and lie face down on an incline bench that is set to an incline that is approximately 30 degrees.</li>
<li> Let the arms hang to your sides fully extended as they point to the floor.</li>
<li> Turn the wrists until your hands have a pronated (palms down) grip.</li>
<li> Now flare the elbows out.  This will be your starting position.</li>
<li> As you breathe out, start to pull the dumbbellss up as if you are doing a reverse bench press. You will do this by bending at the elbows and bringing the upper arms up as you let the forearms hang.  Continue this motion until the upper arms are at the same level as your back.  <strong>Tip:</strong> The elbows will come out to the side and your upper arms and torso should make the letter ""T"" at the top of the movement.  Hold the contraction at the top for a second.</li>
<li> Slowly go back down to the starting position as you breathe in.</li>
<li> Repeat for the recommended amount of repetitions.</li>
</ol>",Krachttraining
Two-Arm Kettlebell Row,Kettlebells,Middle Back,https://www.bodybuilding.com/exercises/detail/view/name/two-arm-kettlebell-row,videocdn.bodybuilding.com/video/mp4/62000/63332m.mp4,"http://www.bodybuilding.com/exercises/exerciseImages/sequences/531/Male/l/531_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/531/Male/l/531_2.jpg,https://assets.bodybuilding.com/images/trackers/exercise/heatmap/4.gif","<ol>
<li>Place two kettlebells in front of your feet. Bend your knees slightly and then push your butt out as much as possible as you bend over to get in the starting position.</li>
<li> Grab both kettlebells and pull them to your stomach, retracting your shoulder blades and flexing the elbows.  Keep your back straight. Lower and repeat. </li>
</ol>",Krachttraining
dumbbells Bench Press,dumbbells,Chest,https://www.bodybuilding.com/exercises/detail/view/name/dumbbells-bench-press,videocdn.bodybuilding.com/video/mp4/38000/39001m.mp4,"http://www.bodybuilding.com/exercises/exerciseImages/sequences/1/Male/l/1_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/1/Male/l/1_2.jpg,https://assets.bodybuilding.com/images/trackers/exercise/heatmap/1.gif","<ol>
<li>Lie down on a flat bench with a dumbbells in each hand resting on top of your thighs. The palms of your hands will be facing each other.</li>
<li>Then, using your thighs to help raise the dumbbellss up, lift the dumbbellss one at a time so that you can hold them in front of you at shoulder width.</li>
<li>Once at shoulder width, rotate your wrists forward so that the palms of your hands are facing away from you.  The dumbbellss should be just to the sides of your chest, with your upper arm and forearm creating a 90 degree angle.  Be sure to maintain full control of the dumbbellss at all times.  This will be your starting position.</li>
<li>Then, as you breathe out, use your chest to push the dumbbellss up.  Lock your arms at the top of the lift and squeeze your chest, hold for a second and then begin coming down slowly. Tip: Ideally, lowering the weight should take about twice as long as raising it.</li>
<li>Repeat the movement for the prescribed amount of repetitions of your training program.</li>
</ol>",Krachttraining
dumbbells Flyes,dumbbells,Chest,https://www.bodybuilding.com/exercises/detail/view/name/dumbbells-flyes,videocdn.bodybuilding.com/video/mp4/38000/39021m.mp4,"http://www.bodybuilding.com/exercises/exerciseImages/sequences/12/Male/l/12_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/12/Male/l/12_2.jpg,https://assets.bodybuilding.com/images/trackers/exercise/heatmap/1.gif","<ol>
<li> Lie down on a flat bench with a dumbbells on each hand resting on top of your thighs. The palms of your hand will be facing each other.</li>
<li> Then using your thighs to help raise the dumbbellss, lift the dumbbellss one at a time so you can hold them in front of you at shoulder width with the palms of your hands facing each other.  Raise the dumbbellss up like you're pressing them, but stop and hold just before you lock out. This will be your starting position.</li>
<li> With a slight bend on your elbows in order to prevent stress at the biceps tendon, lower your arms out at both sides in a wide arc until you feel a stretch on your chest.  Breathe in as you perform this portion of the movement.  <strong>Tip:</strong> Keep in mind that throughout the movement, the arms should remain stationary; the movement should only occur at the shoulder joint.</li>
<li> Return your arms back to the starting position as you squeeze your chest muscles and breathe out.  <strong>Tip:</strong> Make sure to use the same arc of motion used to lower the weights.</li>
<li> Hold for a second at the contracted position and repeat the movement for the prescribed amount of repetitions.</li>
</ol>",Krachttraining
Low Cable Crossover,Cable,Chest,https://www.bodybuilding.com/exercises/detail/view/name/low-cable-crossover,videocdn.bodybuilding.com/video/mp4/104000/104922m.mp4,"http://www.bodybuilding.com/exercises/exerciseImages/sequences/1621/Male/l/1621_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/1621/Male/l/1621_2.jpg,https://assets.bodybuilding.com/images/trackers/exercise/heatmap/1.gif","<ol>
<li>To move into the starting position, place the pulleys at the low position, select the resistance to be used and grasp a handle in each hand.</li>
<li>Step forward, gaining tension in the pulleys. Your palms should be facing forward, hands below the waist, and your arms straight. This will be your starting position.</li>
<li>With a slight bend in your arms, draw your hands upward and toward the midline of your body. Your hands should come together in front of your chest, palms facing up. </li>
<li>Return your arms back to the starting position after a brief pause. </li>
</ol>",Krachttraining
Dips - Chest Version,Other,Chest,https://www.bodybuilding.com/exercises/detail/view/name/dips-chest-version,videocdn.bodybuilding.com/video/mp4/38000/38971m.mp4,"http://www.bodybuilding.com/exercises/exerciseImages/sequences/145/Male/l/145_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/145/Male/l/145_2.jpg,https://assets.bodybuilding.com/images/trackers/exercise/heatmap/1.gif","<ol>
<li>For this exercise you will need access to parallel bars.  To get yourself into the starting position, hold your body at arms length (arms locked) above the bars.</li>
<li>While breathing in, lower yourself slowly with your torso leaning forward around 30 degrees or so and your elbows flared out slightly until you feel a slight stretch in the chest.</li>
<li>Once you feel the stretch, use your chest to bring your body back to the starting position as you breathe out. Tip: Remember to squeeze the chest at the top of the movement for a second.</li>
<li>Repeat the movement for the prescribed amount of repetitions.</li>
</ol>",Krachttraining
Barbell Bench Press - Medium Grip,Barbell,Chest,https://www.bodybuilding.com/exercises/detail/view/name/barbell-bench-press-medium-grip,videocdn.bodybuilding.com/video/mp4/52000/53781m.mp4,"http://www.bodybuilding.com/exercises/exerciseImages/sequences/360/Male/l/360_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/360/Male/l/360_2.jpg,https://assets.bodybuilding.com/images/trackers/exercise/heatmap/1.gif","<ol>
<li>Lie back on a flat bench.  Using a medium width grip (a grip that creates a 90-degree angle in the middle of the movement between the forearms and the upper arms), lift the bar from the rack and hold it straight over you with your arms locked.  This will be your starting position.</li>
<li>From the starting position, breathe in and begin coming down slowly until the bar touches your middle chest.</li>
<li>After a brief pause, push the bar back to the starting position as you breathe out.  Focus on pushing the bar using your chest muscles.  Lock your arms and squeeze your chest in the contracted position at the top of the motion, hold for a second and then start coming down slowly again. Tip: Ideally, lowering the weight should take about twice as long as raising it.</li>
<li>Repeat the movement for the prescribed amount of repetitions.</li>
<li>When you are done, place the bar back in the rack.</li>
</ol>",Krachttraining
Wide-Grip Barbell Bench Press,Barbell,Chest,https://www.bodybuilding.com/exercises/detail/view/name/wide-grip-barbell-bench-press,videocdn.bodybuilding.com/video/mp4/40000/41531m.mp4,"http://www.bodybuilding.com/exercises/exerciseImages/sequences/33/Male/l/33_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/33/Male/l/33_2.jpg,https://assets.bodybuilding.com/images/trackers/exercise/heatmap/1.gif","<ol>
<li> Lie back on a flat bench with feet firm on the floor.  Using a wide, pronated (palms forward) grip that is around 3 inches away from shoulder width (for each hand), lift the bar from the rack and hold it straight over you with your arms locked.  The bar will be perpendicular to the torso and the floor.  This will be your starting position.</li>
<li> As you breathe in, come down slowly until you feel the bar on your middle chest.</li>
<li> After a second pause, bring the bar back to the starting position as you breathe out and push the bar using your chest muscles.  Lock your arms and squeeze your chest in the contracted position, hold for a second and then start coming down slowly again.  <strong>Tip:</strong> It should take at least twice as long to go down than to come up.</li>
<li> Repeat the movement for the prescribed amount of repetitions.</li>
</ol>",Krachttraining
Wide-Grip Decline Barbell Bench Press,Barbell,Chest,https://www.bodybuilding.com/exercises/detail/view/name/wide-grip-decline-barbell-bench-press,videocdn.bodybuilding.com/video/mp4/40000/41501m.mp4,"http://www.bodybuilding.com/exercises/exerciseImages/sequences/35/Male/l/35_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/35/Male/l/35_2.jpg,https://assets.bodybuilding.com/images/trackers/exercise/heatmap/1.gif","<ol>
<li> Lie back on a decline bench with the feet securely locked at the front of the bench.  Using a wide, pronated (palms forward) grip that is around 3 inches away from shoulder width (for each hand), lift the bar from the rack and hold it straight over you with your arms locked.  The bar will be perpendicular to the torso and the floor.  This will be your starting position.</li>
<li> As you breathe in, come down slowly until you feel the bar on your lower chest.</li>
<li> After a second pause, bring the bar back to the starting position as you breathe out and push the bar using your chest muscles.  Lock your arms and squeeze your chest in the contracted position, hold for a second and then start coming down slowly again.  <strong>Tip:</strong> It should take at least twice as long to go down than to come up.</li>
<li> Repeat the movement for the prescribed amount of repetitions.</li>
</ol>",Krachttraining
